,cod_cust_id,dt_fpy,atr_cust_age,dsc_edu_deg,amt_gms,atr_gla,flg_children,amt_cmv,rt_cr,amt_plob_motor,amt_plob_household,amt_plob_health,amt_plob_life,amt_plob_wcomp,atr_edu_deg,amt_premium_total,atr_fpy_to_date,rt_plob_life,rt_plob_household,rt_plob_motor,rt_plob_health,rt_plob_wcomp
10,11,1990.0,71.0,3 - BSc/MSc,7990.0,4.0,0.0,290.17,0.52992676778976,296.5,116.7,227.71,18.67,10.89,3,670.47,9,0.02784613778394261,0.17405700478768624,0.44222709442629793,0.3396274255373096,0.016242337464763525
11,12,1985.0,58.0,3 - BSc/MSc,5667.0,3.0,1.0,405.74,0.455007844526545,249.49,216.7,252.38,36.34,35.45,3,790.36,14,0.04597904752264791,0.2741788552052229,0.3156662786578268,0.3193228402247077,0.044852978389594615
12,13,1981.0,67.0,3 - BSc/MSc,7513.0,1.0,0.0,2.34000000000003,0.968284534360354,206.04,340.05,257.05,43.12,15.78,3,862.04,18,0.05002088070159157,0.3944712542341423,0.23901443088487773,0.29818801911744236,0.018305415061946082
13,14,1983.0,16.0,1 - Basic,2086.0,3.0,1.0,-75.1199999999999,1.05713113259165,44.34,342.85,127.69,267.94,94.46,1,877.28,16,0.30542130220682107,0.3908102316250228,0.050542586175451404,0.1455521612256064,0.1076737187670983
14,15,1983.0,41.0,2 - High School,3961.0,1.0,1.0,-89.0,1.1196261682243,504.43,-70.0,72.79,10.89,16.89,2,535.0,16,0.02035514018691589,-0.1308411214953271,0.9428598130841122,0.13605607476635515,0.031570093457943926
15,16,1988.0,37.0,3 - BSc/MSc,1947.0,4.0,1.0,290.06,0.534017630006508,318.06,93.9,247.49,-3.0,19.67,3,676.12,11,-0.004437082174761876,0.13888067207004676,0.47041945216825415,0.36604448914393894,0.02909246879252204
16,17,1991.0,27.0,2 - High School,4873.0,1.0,1.0,100.58,0.885720005824112,119.8,647.35,168.92,125.58,37.23,2,1098.88,8,0.11427999417588816,0.5890998107163657,0.10902009318578916,0.15372015142690737,0.0338799504950495
17,18,1981.0,46.0,3 - BSc/MSc,5456.0,4.0,1.0,78.91,0.84542722837082,446.64,107.8,86.35,3.89,27.56,3,672.2399999999999,18,0.0057866238248244686,0.16035939545400454,0.664405569439486,0.12845114839938118,0.040997262882303945
18,19,1981.0,34.0,1 - Basic,2827.0,3.0,1.0,230.38,0.71488858125307,313.17,373.4,121.8,14.78,72.57,1,895.7199999999998,18,0.016500692180592153,0.4168713437234851,0.34962934845710725,0.13597999374804629,0.08101862189076944
19,20,1988.0,54.0,4 - PhD,5501.0,1.0,1.0,352.96,0.362157418658026,402.41,9.45,125.69,24.45,30.56,4,592.56,11,0.04126164439044148,0.01594775212636695,0.6791042257324154,0.21211354124476847,0.05157283650600783
20,21,1986.0,30.0,4 - PhD,3408.0,4.0,1.0,373.73,0.390321100917431,329.84,65.0,221.93,3.89,33.34,4,654.0,13,0.005948012232415902,0.09938837920489296,0.5043425076452599,0.33934250764525997,0.05097859327217126
21,22,1977.0,58.0,2 - High School,,3.0,1.0,111.37,0.79777863455721,407.52,111.7,100.13,24.67,30.34,2,674.36,22,0.036582834094548905,0.1656385313482413,0.6043063052375586,0.1484815232220179,0.04499080609763331
22,23,1976.0,30.0,2 - High School,2989.0,1.0,1.0,-89.7900000000001,1.07804519610677,209.04,308.95,192.48,64.79,54.9,2,830.16,23,0.07804519610677461,0.37215717452057434,0.2518068806013299,0.23185891876264816,0.06613183000867302
23,24,1998.0,55.0,2 - High School,5740.0,4.0,1.0,290.05,0.642593790060012,222.04,329.5,248.38,48.01,33.56,2,881.49,1,0.054464599711851525,0.3737989086660087,0.25189168339969825,0.28177290723661075,0.03807190098583081
24,25,1988.0,64.0,3 - BSc/MSc,6401.0,4.0,0.0,108.13,0.811077368450928,420.3,128.35,135.58,15.67,4.78,3,704.68,11,0.022237043764545612,0.18213941079638984,0.5964409377306011,0.19239938695578138,0.006783220752682069
25,26,1974.0,72.0,4 - PhD,7551.0,2.0,0.0,376.3,0.40558715487617,383.74,103.9,154.14,17.56,15.78,4,675.12,25,0.02601019078089821,0.15389856618082712,0.5684026543429317,0.22831496622822608,0.023373622467116956
26,27,1978.0,79.0,4 - PhD,8562.0,3.0,0.0,430.86,0.384172700745704,330.84,162.8,228.82,-5.0,22.78,4,740.24,21,-0.006754566086674592,0.21992867178212472,0.44693612882308437,0.30911596239057604,0.03077380309088944
27,28,1979.0,74.0,4 - PhD,7238.0,1.0,0.0,-7.22000000000003,0.972609070741928,449.75,58.9,112.91,17.78,9.78,4,649.12,20,0.027390929258072468,0.09073823021937392,0.6928611042642346,0.17394318461917674,0.015066551639142223
28,29,1995.0,64.0,3 - BSc/MSc,7277.0,4.0,0.0,264.17,0.496324810144221,301.28,18.9,258.05,-4.0,-0.11,3,574.12,4,-0.006967184560719013,0.03291994704939734,0.524768341113356,0.4494704939733854,-0.00019159757541977287
29,30,1980.0,44.0,3 - BSc/MSc,5320.0,3.0,0.0,2.0,0.955453630529112,524.21,25.0,54.9,7.0,-5.0,3,606.11,19,0.011549058751711735,0.041246638398970484,0.8648760126049727,0.09057761792413918,-0.008249327679794097
30,31,1988.0,41.0,2 - High School,4295.0,4.0,1.0,427.76,0.190213017116489,483.09,-15.0,92.24,3.89,-5.11,2,559.1099999999999,11,0.006957486004542936,-0.026828352202607722,0.8640339110371842,0.1649764804779024,-0.009139525317021698
31,32,1984.0,63.0,2 - High School,6979.0,4.0,0.0,240.16,0.69097011794322,320.95,335.05,146.25,46.12,9.67,2,858.04,15,0.05375040790639131,0.39048296116731157,0.37405016083166287,0.1704465992261433,0.01126987086849098
32,33,1989.0,46.0,3 - BSc/MSc,4252.0,4.0,1.0,-2.43999999999994,0.962048952813525,473.09,19.45,89.24,4.78,7.89,3,594.4499999999999,10,0.00804104634536126,0.03271932038018337,0.7958448986458071,0.15012196147699555,0.01327277315165279
33,34,1987.0,37.0,2 - High School,3202.0,1.0,1.0,-5.55000000000007,0.967933922447903,373.96,19.45,179.7,22.56,10.89,2,606.56,12,0.03719335267739383,0.032066077552097075,0.6165259825903455,0.296260881034028,0.017953706146135586
34,35,1979.0,71.0,3 - BSc/MSc,7323.0,3.0,0.0,336.07,0.475707149909973,320.84,123.35,131.58,40.23,72.68,3,688.6800000000001,20,0.0584161003659174,0.1791107626183423,0.4658767497241098,0.19106116048092003,0.10553522681071034
35,36,1990.0,50.0,2 - High School,4840.0,3.0,0.0,53.8,0.892859085223256,241.49,190.6,125.8,111.8,65.79,2,735.4799999999999,9,0.15200957198020343,0.25915048675694785,0.3283433947897972,0.17104475988470116,0.08945178658835048
36,37,1982.0,44.0,2 - High School,4802.0,4.0,1.0,7.24000000000001,0.941547610414098,320.95,-25.55,145.25,26.56,84.35,2,551.56,17,0.04815432591195881,-0.04632315613895134,0.5818949887591559,0.26334396983102476,0.15292987163681196
37,38,1976.0,61.0,2 - High School,6685.0,1.0,0.0,-31.78,1.0104934067975,495.87,68.9,68.57,3.0,9.78,2,646.1199999999999,23,0.004643100352875628,0.10663653810437693,0.7674580573268125,0.10612579706556058,0.015136507150374545
38,39,1985.0,75.0,2 - High School,7969.0,3.0,0.0,-14.22,0.984539039642017,104.02,142.8,357.18,53.01,40.23,2,697.24,14,0.07602834031323503,0.20480752682003328,0.14918822786988697,0.5122769777981757,0.05769892719866903
39,40,1980.0,78.0,3 - BSc/MSc,7716.0,1.0,0.0,-1.55000000000007,0.962699624610295,334.84,63.35,207.04,17.67,5.78,3,628.68,19,0.02810650887573965,0.10076668575427881,0.5326080040720239,0.3293249347839919,0.009193866513965771
40,41,1994.0,21.0,2 - High School,2353.0,4.0,1.0,121.36,0.843885997098729,52.01,455.65,135.47,146.36,148.03,2,937.52,5,0.15611400290127145,0.4860162983189692,0.0554761498421367,0.14449825070398498,0.15789529823363768
41,42,1988.0,61.0,3 - BSc/MSc,6511.0,1.0,1.0,402.63,0.465114824636013,265.05,270.6,130.47,108.02,25.34,3,799.4800000000001,11,0.13511282333516783,0.3384700055035773,0.3315279931955771,0.16319357582428576,0.0316956021413919
42,43,1994.0,48.0,2 - High School,4231.0,4.0,1.0,710.8,0.186709700238748,323.84,383.4,168.92,3.0,25.56,2,904.7199999999999,5,0.003315943054204616,0.4237775223273499,0.3579449995578743,0.18670970023874792,0.028251834821823328
43,44,1994.0,34.0,2 - High School,2706.0,2.0,1.0,-77.01,1.06766848816029,159.14,249.5,284.61,52.01,23.34,2,768.6,5,0.06766848816029143,0.324616185271923,0.2070517824616185,0.3702966432474629,0.030366900858704138
44,45,1985.0,26.0,3 - BSc/MSc,2129.0,1.0,1.0,-128.68,1.18714801444043,111.8,-35.0,208.26,224.71,44.23,3,554.0,14,0.40561371841155236,-0.0631768953068592,0.20180505415162453,0.3759205776173285,0.07983754512635378
45,46,1991.0,32.0,3 - BSc/MSc,3874.0,3.0,1.0,624.34,0.376946622017099,139.58,540.1,180.59,106.13,75.79,3,1042.19,8,0.10183363877987699,0.5182356384152602,0.13392951381226073,0.17327934445734464,0.07272186453525749
46,47,1976.0,30.0,3 - BSc/MSc,2438.0,4.0,1.0,-94.8999999999999,1.08287096315265,269.94,300.6,143.25,59.79,69.9,3,843.48,23,0.07088490539194764,0.35638070849338455,0.32003129890453835,0.16983212405747616,0.0828709631526533
47,48,1977.0,78.0,2 - High School,8465.0,3.0,0.0,279.28,0.630943139918494,254.38,265.6,209.04,72.68,22.78,2,824.48,22,0.08815253250533671,0.32214244129633224,0.3085338637686784,0.2535416262371434,0.02762953619250922
48,49,1985.0,42.0,3 - BSc/MSc,4761.0,3.0,1.0,-132.88,1.20294980811197,468.09,-45.55,92.24,1.89,14.89,3,531.56,14,0.0035555722778237643,-0.08569117315072616,0.8805967341410189,0.1735269771991873,0.02801188953269622
49,50,1986.0,38.0,2 - High School,5319.0,1.0,1.0,-21.11,0.993551381728362,396.74,18.9,166.92,16.78,3.89,2,603.23,13,0.027816918919814998,0.031331332990733214,0.6576927540075924,0.2767103758102216,0.006448618271637683
50,51,1983.0,37.0,3 - BSc/MSc,3137.0,4.0,1.0,420.64,0.322416335963752,435.75,102.25,105.02,4.78,9.89,3,657.6899999999999,16,0.007267861758579271,0.15546838176040384,0.6625461843725768,0.15968009244476883,0.015037479663671336
52,53,1986.0,32.0,3 - BSc/MSc,3920.0,3.0,1.0,-104.21,1.14257685938513,360.4,-40.55,212.04,12.78,10.89,3,555.56,13,0.023003815969472246,-0.07298941608467133,0.6487148102815178,0.3816689466484268,0.01960184318525452
53,54,1983.0,36.0,2 - High School,2295.0,1.0,1.0,-11.3299999999999,0.982574222086249,177.59,236.7,295.61,44.12,30.45,2,784.47,16,0.05624179382258085,0.3017323798233202,0.22638214335793594,0.37682766708733284,0.038816015908830166
54,55,1993.0,70.0,3 - BSc/MSc,6881.0,3.0,0.0,264.5,0.589763210474854,305.17,157.25,227.6,12.89,2.78,3,705.6899999999999,6,0.01826581076676728,0.22283155493205234,0.4324420071136052,0.32252122036588304,0.003939406821692244
55,56,1995.0,50.0,3 - BSc/MSc,5770.0,2.0,1.0,-15.22,0.984511837833558,559.66,44.45,17.56,-1.11,10.89,3,631.4499999999999,4,-0.001757858896191306,0.07039353868081401,0.8863092881463299,0.027809011006413812,0.017246021062633624
56,57,1995.0,51.0,3 - BSc/MSc,4467.0,4.0,1.0,540.55,0.132592024539877,569.55,30.0,36.45,6.0,10.0,3,652.0,4,0.009202453987730062,0.046012269938650305,0.873542944785276,0.055904907975460126,0.015337423312883436
57,58,1992.0,67.0,2 - High School,7076.0,4.0,0.0,294.94,0.662453578663065,207.93,452.3,155.25,69.68,62.68,2,947.84,7,0.07351451721809589,0.47719024307900065,0.2193724679270763,0.16379346725185684,0.06612930452397028
58,59,1978.0,60.0,2 - High School,5839.0,2.0,1.0,448.98,0.411234224386366,286.61,260.05,168.92,72.68,16.78,2,805.04,21,0.09028122826194973,0.32302742720858596,0.35601957666699796,0.2098280830766173,0.020843684785849154
59,60,1997.0,32.0,2 - High School,4389.0,3.0,1.0,120.48,0.813391482811698,341.73,249.5,84.35,52.9,51.12,2,779.6,2,0.06785531041559774,0.32003591585428426,0.4383401744484351,0.10819651103129808,0.06557208825038481
60,61,1983.0,73.0,3 - BSc/MSc,8217.0,4.0,1.0,226.93,0.676564987418477,278.83,246.15,217.82,30.34,5.78,3,778.9199999999998,16,0.038951368561598115,0.31601448158989376,0.35797000975709964,0.27964360909977926,0.007420530991629437
61,62,1993.0,38.0,2 - High School,3646.0,1.0,1.0,224.5,0.676645930533955,304.17,249.5,165.81,36.34,15.78,2,771.5999999999999,6,0.0470969414204251,0.3233540694660446,0.39420684292379476,0.21489113530326598,0.020451010886469674
62,63,1981.0,59.0,3 - BSc/MSc,7524.0,3.0,1.0,-67.3200000000001,1.07828918158946,464.2,-25.55,89.24,3.89,8.78,3,540.56,18,0.007196240935326329,-0.04726579843125648,0.8587390853929259,0.16508805682995412,0.016242415273050172
63,64,1987.0,49.0,2 - High School,6518.0,4.0,1.0,314.51,0.608028539761707,364.18,343.95,86.46,23.45,48.12,2,866.16,12,0.027073519903943844,0.39709753394292047,0.4204534958899049,0.09981989470767526,0.05555555555555555
64,65,1982.0,43.0,3 - BSc/MSc,4587.0,3.0,0.0,-124.32,1.18897937438161,452.53,-45.55,104.91,17.78,-4.11,3,525.56,17,0.03383058071390517,-0.0866694573407413,0.8610434584062714,0.19961564807062943,-0.007820229850064694
65,66,1998.0,75.0,3 - BSc/MSc,7520.0,1.0,0.0,132.27,0.77988187213078,276.83,175.6,261.27,6.89,-6.11,3,714.4799999999999,1,0.009643377001455605,0.24577314970328074,0.38745661180159,0.36567853543836076,-0.008551673944687047
66,67,1984.0,48.0,3 - BSc/MSc,5087.0,3.0,1.0,-25.0,1.0,366.07,78.35,165.81,16.56,7.89,3,634.68,15,0.026091888825865002,0.12344803680594946,0.5767788491838407,0.26124976366042735,0.012431461523917565
67,68,1989.0,32.0,2 - High School,3731.0,1.0,1.0,-90.0099999999999,1.06407261760445,152.03,530.65,202.26,32.34,97.35,2,1014.63,10,0.03187368794535939,0.5229985314843835,0.14983787193361126,0.19934360308683952,0.09594630554980633
68,69,1983.0,39.0,2 - High School,2798.0,4.0,1.0,476.65,0.32606534472567,330.73,186.7,211.15,0.0,15.78,2,744.36,16,0.0,0.2508194959428233,0.4443145789671664,0.28366650545435007,0.021199419635660164
69,70,1989.0,32.0,3 - BSc/MSc,4238.0,4.0,1.0,316.98,0.359059899542694,384.63,-40.55,151.03,20.56,17.89,3,533.56,10,0.038533623210135697,-0.07599895044606042,0.720874878176775,0.283060949096634,0.03352949996251593
70,71,1994.0,64.0,2 - High School,6763.0,2.0,0.0,83.9000000000001,0.842201356285863,183.48,108.9,252.38,65.68,79.68,2,690.1200000000001,5,0.09517185417028921,0.15779864371413665,0.265866805772909,0.36570451515678426,0.1154581811858807
71,72,1985.0,27.0,3 - BSc/MSc,2318.0,4.0,1.0,195.82,0.715935988473809,150.03,236.7,286.61,70.79,33.23,3,777.36,14,0.09106462900072039,0.304492127199753,0.19299938252547083,0.3686966141813317,0.04274724709272409
72,73,1990.0,65.0,3 - BSc/MSc,6411.0,4.0,1.0,-25.0,1.0,213.15,217.25,242.6,56.9,59.9,3,789.8,9,0.07204355533046342,0.27506963788300837,0.2698784502405673,0.3071663712332236,0.0758419853127374
73,74,1993.0,60.0,2 - High School,4672.0,1.0,1.0,272.61,0.631031490205802,246.49,264.5,223.71,51.12,20.78,2,806.6,6,0.0633771386064964,0.3279196627820481,0.30559137118770147,0.2773493677163402,0.025762459707413837
74,75,1985.0,36.0,2 - High School,2880.0,1.0,1.0,-25.0,1.0,436.75,65.0,140.47,12.89,0.89,2,656.0,14,0.01964939024390244,0.09908536585365854,0.6657774390243902,0.21413109756097562,0.0013567073170731709
75,76,1996.0,60.0,3 - BSc/MSc,5867.0,4.0,1.0,234.83,0.66315339141257,289.5,211.7,217.82,22.67,29.67,3,771.36,3,0.029389649450321513,0.27445032151006016,0.37531113876789046,0.2823843600912674,0.038464530180460484
76,77,1996.0,67.0,3 - BSc/MSc,8391.0,4.0,0.0,747.03,0.197807564422278,183.48,471.75,190.37,43.12,73.68,3,962.4000000000001,3,0.04480465502909393,0.4901807980049875,0.19064837905236906,0.19780756442227762,0.07655860349127182
77,78,1984.0,54.0,2 - High School,6568.0,4.0,1.0,74.4499999999999,0.85213215177828,290.61,99.45,180.59,51.9,50.01,2,672.5600000000001,15,0.07716783632687045,0.14786784822172,0.4320952777447365,0.2685113595813013,0.07435767812537171
78,79,1978.0,65.0,4 - PhD,6181.0,3.0,1.0,-50.3100000000001,1.04448076483717,429.86,-6.1,141.47,6.89,-3.11,4,569.01,21,0.012108750285583733,-0.01072037398288255,0.7554524525052284,0.2486248044849827,-0.005465633292912251
79,80,1978.0,68.0,3 - BSc/MSc,7801.0,4.0,0.0,352.96,0.422679782489155,342.73,83.35,150.25,48.12,30.23,3,654.6800000000001,21,0.07350155801307508,0.12731410765564855,0.5235076678682715,0.22950143581597113,0.04617523064703366
80,81,1980.0,55.0,1 - Basic,4635.0,4.0,1.0,14.34,0.954127798507463,355.51,304.5,136.58,39.34,21.67,1,857.6,19,0.04587220149253732,0.3550606343283582,0.41454057835820896,0.15925839552238807,0.025268190298507465
81,82,1986.0,34.0,2 - High School,2861.0,3.0,1.0,274.19,0.45962396373291,368.07,-25.55,163.81,29.56,17.78,2,553.67,13,0.05338920295482869,-0.046146621633825206,0.6647822710278686,0.29586215615800027,0.03211299149312768
82,83,1992.0,54.0,2 - High School,6467.0,2.0,1.0,308.31,0.34516699410609,463.31,-65.0,104.02,0.89,5.78,2,508.99999999999994,7,0.0017485265225933204,-0.1277013752455796,0.9102357563850688,0.2043614931237721,0.011355599214145385
83,84,1995.0,31.0,3 - BSc/MSc,3583.0,1.0,1.0,423.53,0.330352343983279,291.39,132.25,209.93,30.56,5.67,3,669.8,4,0.0456255598686175,0.19744699910421024,0.43504031054045983,0.3134219169901463,0.00846521349656614
84,85,1997.0,57.0,2 - High School,5311.0,3.0,1.0,-47.6700000000001,1.02864688637283,238.49,221.7,244.49,22.67,64.01,2,791.36,2,0.028646886372826526,0.28015062676910635,0.30136726647796197,0.3089491508289527,0.08088606955115245
85,86,1976.0,48.0,3 - BSc/MSc,4957.0,3.0,0.0,317.83,0.608064387053995,399.63,344.5,114.91,7.0,8.67,3,874.7099999999999,23,0.008002652307621955,0.3938448171393948,0.45687142024213745,0.13136925380983414,0.009911856501011765
86,87,1994.0,28.0,3 - BSc/MSc,3261.0,4.0,1.0,-19.22,0.992902663343116,326.06,307.85,166.81,7.89,5.78,3,814.3899999999999,5,0.009688232910521987,0.3780129913186558,0.4003732855265905,0.20482815358734763,0.007097336656884295
87,88,1997.0,46.0,3 - BSc/MSc,4845.0,2.0,1.0,-46.0000000000001,1.03245749613601,581.33,55.0,17.67,-6.0,-1.0,3,647.0,2,-0.00927357032457496,0.08500772797527048,0.8985007727975272,0.027310664605873263,-0.0015455950540958269
88,89,1995.0,33.0,3 - BSc/MSc,3558.0,3.0,1.0,-139.11,1.21426693705874,193.26,-30.55,291.5,65.68,12.67,3,532.56,4,0.12332882679885837,-0.05736442842121076,0.3628886885984678,0.54735616644134,0.02379074658254469
89,90,1989.0,73.0,3 - BSc/MSc,7720.0,4.0,0.0,-54.5599999999999,1.04839633916731,216.93,48.35,315.95,12.78,16.78,3,610.79,10,0.02092372173742203,0.07915977668265689,0.35516298564154625,0.517280898508489,0.02747261742988589
90,91,1991.0,32.0,3 - BSc/MSc,2832.0,3.0,1.0,402.18,0.4047765020622,282.61,163.35,214.04,38.23,19.45,3,717.6800000000001,8,0.053268866347118485,0.22760840486010475,0.39378274439861777,0.2982387693679634,0.027101215026195516
91,92,1993.0,77.0,1 - Basic,7805.0,3.0,0.0,238.94,0.644726215474075,263.94,196.15,221.93,31.34,29.56,1,742.92,6,0.04218489204759598,0.26402573628385295,0.35527378452592473,0.29872664620685946,0.03978894093576697
92,93,1987.0,63.0,3 - BSc/MSc,5951.0,1.0,1.0,-66.1200000000001,1.06408178531355,324.84,83.35,159.92,32.45,41.12,3,641.68,12,0.05057037775838425,0.12989340481236752,0.506233636703653,0.2492207954120434,0.06408178531355192
93,94,1982.0,37.0,3 - BSc/MSc,3971.0,4.0,1.0,400.86,0.436044124852674,393.63,192.8,136.47,11.67,20.56,3,755.13,17,0.015454292638353661,0.2553202759789705,0.5212744825394303,0.18072384887370385,0.027227099969541667
94,95,1992.0,32.0,4 - PhD,2540.0,2.0,1.0,174.37,0.705666115507263,230.82,126.7,263.05,31.45,25.34,4,677.36,7,0.0464302586512342,0.18704972245187199,0.3407641431439707,0.38834593126254874,0.037409944490374394
95,96,1976.0,30.0,3 - BSc/MSc,5336.0,4.0,1.0,-25.0,1.0,296.5,70.0,200.15,60.79,8.67,3,636.1099999999999,23,0.0955652324283536,0.1100438603386207,0.46611435129144335,0.31464683781107045,0.01362971813051202
96,97,1992.0,52.0,3 - BSc/MSc,5661.0,4.0,1.0,-91.0,1.12310906343847,520.1,-20.0,45.01,-1.0,-8.0,3,536.11,7,-0.0018652888399768703,-0.03730577679953741,0.9701367256719703,0.08395665068735893,-0.014922310719814962
97,98,1996.0,78.0,2 - High School,7847.0,4.0,0.0,120.47,0.814593423400459,169.81,244.5,224.82,26.56,118.91,2,784.6,3,0.03385164414988529,0.31162375732857506,0.21642875350497068,0.28654091256691305,0.15155493244965587
98,99,1988.0,66.0,1 - Basic,7740.0,1.0,1.0,179.26,0.681956900847035,204.26,82.8,110.02,185.48,59.68,1,642.2399999999999,11,0.2888016940707524,0.1289237668161435,0.31804309915296464,0.17130667663178875,0.09292476332835078
99,100,1984.0,49.0,2 - High School,5609.0,1.0,1.0,14.23,0.944997476305311,427.08,142.8,104.13,1.89,37.34,2,713.24,15,0.0026498794234759687,0.2002131119959621,0.5987886265492681,0.14599573776008076,0.05235264427121306
100,101,1977.0,56.0,2 - High School,5487.0,4.0,1.0,-55.5600000000001,1.04641202824816,424.97,69.45,133.47,23.67,6.89,2,658.45,22,0.03594805983749715,0.10547497911762473,0.6454096742349457,0.202703318399271,0.010463968410661401
101,102,1981.0,60.0,1 - Basic,5387.0,3.0,1.0,654.9,0.386792452830189,62.68,648.45,210.15,31.45,156.03,1,1108.76,18,0.028365020383130705,0.5848425267866807,0.05653162090984523,0.18953605829936146,0.140724773620982
102,103,1981.0,36.0,2 - High School,4141.0,4.0,1.0,-25.0,1.0,190.59,317.85,188.37,6.89,118.58,2,822.2800000000001,18,0.00837914092523228,0.3865471615508099,0.23178236123948046,0.22908255095587876,0.14420878532859852
103,104,1975.0,64.0,3 - BSc/MSc,6388.0,2.0,0.0,257.84,0.527647422301642,234.49,48.35,219.82,67.68,28.45,3,598.79,24,0.11302793967835136,0.08074617144574893,0.39160640625260945,0.3671069991148817,0.04751248350840863
104,105,1996.0,37.0,2 - High School,4683.0,1.0,1.0,46.12,0.887864024092206,349.4,73.9,170.92,37.23,2.78,2,634.2299999999999,3,0.058701102123835204,0.11651924380745159,0.5509042460936885,0.269492140075367,0.004383267899657853
105,106,1986.0,28.0,3 - BSc/MSc,4037.0,4.0,1.0,-2.64999999999998,0.965067208502657,89.24,82.25,408.41,19.56,40.34,3,639.8000000000001,13,0.03057205376680212,0.1285557986870897,0.13948108783994997,0.6383401062832135,0.06305095342294467
106,107,1979.0,68.0,3 - BSc/MSc,6960.0,3.0,0.0,201.82,0.711233895197841,297.61,240.6,218.82,13.78,14.67,3,785.4799999999999,20,0.01754341294495086,0.30630951774711007,0.3788893415491165,0.2785812496817233,0.018676478077099355
107,108,1989.0,58.0,2 - High School,7346.0,3.0,1.0,133.81,0.765656356982647,292.61,108.35,117.91,12.67,146.14,2,677.68,10,0.018696139770983358,0.15988372093023256,0.431781961987959,0.1739906740644552,0.21564750324636997
108,109,1991.0,21.0,1 - Basic,1528.0,4.0,1.0,71.24,0.927061623227508,79.68,912.95,97.24,213.04,16.56,1,1319.47,8,0.16145876753544983,0.6919065988616642,0.060387883013634264,0.07369625683039402,0.012550493758857723
109,110,1980.0,40.0,2 - High School,4251.0,3.0,1.0,317.29,0.535922014181705,368.29,158.35,189.37,22.67,-1.11,2,737.5699999999999,19,0.030736065729354507,0.21469148690971707,0.4993288772591077,0.2567485120056402,-0.0015049419038192988
110,111,1990.0,50.0,3 - BSc/MSc,4077.0,4.0,1.0,385.66,0.248646077283372,482.09,-35.55,99.13,1.0,-0.11,3,546.56,9,0.001829625292740047,-0.06504317915690867,0.8820440573770493,0.18137075526932087,-0.00020125878220140519
111,112,1991.0,66.0,3 - BSc/MSc,7013.0,3.0,0.0,343.52,0.430628514924912,330.95,72.8,108.91,35.23,99.35,3,647.24,8,0.054431122921945484,0.11247759718187998,0.5113250108151536,0.16826833941041963,0.1534979296706013
